asin,stars,title,text,date,verified,helpful,scraped_at
B0D7981Z36,5.0,5.0 out of 5 stars,"I recently purchased the Urban Jungle by Safari Cabin Trolley Bag, and it has exceeded my expectations in every way.

Pros:

✅ Stylish & Eye-Catching – The Urban Yellow color is vibrant and makes it easy to spot at baggage claim. It has a sleek, modern design that stands out.
✅ Sturdy & Durable – Made of hardside polycarbonate, the suitcase feels tough yet lightweight, providing excellent protection for belongings.
✅ Smooth Mobility – The 8 spinner wheels glide effortlessly, making it easy to maneuver through airports and crowded spaces.
✅ USB Charging Port – A convenient feature for keeping my phone and devices charged on the go.
✅ TSA Lock for Security – Adds peace of mind while traveling, especially for international trips.

Cons:

⚠️ Limited Space for Longer Trips – Ideal for short getaways but may be small for extended vacations.
⚠️ No Built-in Power Bank – The USB port is great, but you’ll need to carry your own power bank.

Final Verdict:

If you're looking for a compact, stylish, and functional carry-on with great security features, this is a fantastic choice. The Urban Jungle Trolley Bag delivers on durability, convenience, and aesthetics. Highly recommended for frequent travelers!",16 February 2025,False,5 people found this helpful,2026-04-02T09:16:04
B0D7981Z36,1.0,1.0 out of 5 stars,"After the first use, I noticed that the zipper was not stitched properly, and it comes open on its own. I tried to find a way to contact support, but there doesn’t seem to be any option to book a service request or call for assistance. Could you please help me with the next steps?",4 October 2025,False,8 people found this helpful,2026-04-02T09:16:04
B0D7981Z36,5.0,5.0 out of 5 stars,"Product is really nice and sturdy, at this price it's a good deal by amazon for safari trolley bag",4 February 2026,False,,2026-04-02T09:16:04
B0D7981Z36,4.0,4.0 out of 5 stars,Decent quality for the price. The extending handle is slightly wobbly and could have been better. The wheels are very smooth.,10 March 2026,False,,2026-04-02T09:16:04
B0D798WHVP,5.0,5.0 out of 5 stars,Looks super premium and classy. Worth the money. Wheels are smooth to carry. Build is solid. Can be easily carried as a cabin bag. Handles are rock solos as well. The compartments are very organised and many pockets are given.,14 June 2025,False,One person found this helpful,2026-04-02T09:17:18
B0D798WHVP,5.0,5.0 out of 5 stars,"Quality at a very competitive price.its the most value for money luggage brand in India currently.the designs are uber cool and fit and finish are top class.And the luggage comes in colors that you dont see in other brands,none of the old boring shades.would definitely recommend them to anyone looking to buy luggage for their trips.",11 January 2026,False,,2026-04-02T09:17:18
B0D798WHVP,4.0,4.0 out of 5 stars,"Looks good, feels good. Have already used on couple of trips, and so far so good.",29 September 2025,False,One person found this helpful,2026-04-02T09:17:18
B0D798WHVP,5.0,5.0 out of 5 stars,"I recently purchased the Urban Jungle by Safari Cabin Trolley Bag, and it has exceeded my expectations in every way.

Pros:

✅ Stylish & Eye-Catching – The Urban Yellow color is vibrant and makes it easy to spot at baggage claim. It has a sleek, modern design that stands out.
✅ Sturdy & Durable – Made of hardside polycarbonate, the suitcase feels tough yet lightweight, providing excellent protection for belongings.
✅ Smooth Mobility – The 8 spinner wheels glide effortlessly, making it easy to maneuver through airports and crowded spaces.
✅ USB Charging Port – A convenient feature for keeping my phone and devices charged on the go.
✅ TSA Lock for Security – Adds peace of mind while traveling, especially for international trips.

Cons:

⚠️ Limited Space for Longer Trips – Ideal for short getaways but may be small for extended vacations.
⚠️ No Built-in Power Bank – The USB port is great, but you’ll need to carry your own power bank.

Final Verdict:

If you're looking for a compact, stylish, and functional carry-on with great security features, this is a fantastic choice. The Urban Jungle Trolley Bag delivers on durability, convenience, and aesthetics. Highly recommended for frequent travelers!",16 February 2025,False,5 people found this helpful,2026-04-02T09:17:18
B0D798WHVP,1.0,1.0 out of 5 stars,"After the first use, I noticed that the zipper was not stitched properly, and it comes open on its own. I tried to find a way to contact support, but there doesn’t seem to be any option to book a service request or call for assistance. Could you please help me with the next steps?",4 October 2025,False,8 people found this helpful,2026-04-02T09:17:18
B0D798WHVP,5.0,5.0 out of 5 stars,"Product is really nice and sturdy, at this price it's a good deal by amazon for safari trolley bag",4 February 2026,False,,2026-04-02T09:17:18
B0D798WHVP,4.0,4.0 out of 5 stars,Decent quality for the price. The extending handle is slightly wobbly and could have been better. The wheels are very smooth.,10 March 2026,False,,2026-04-02T09:17:18
B0D9Y3Q8B5,5.0,5.0 out of 5 stars,"I recently purchased this Mokobara polycarbonate cabin suitcase and the experience has been excellent.

The build quality is solid and premium. The polycarbonate shell feels sturdy yet lightweight. The zipper quality and inner fabric finishing are top-notch and clearly well thought through. The wheels glide smoothly, and the overall design is both functional and elegant.

Everything about the product reflects attention to detail and good manufacturing standards. It is definitely value for money and a reliable travel companion.

Highly recommended.",15 February 2026,False,One person found this helpful,2026-04-02T09:17:57
B0D9Y3Q8B5,5.0,5.0 out of 5 stars,Sturdy with good quality and finish,17 December 2025,False,,2026-04-02T09:17:57
B0D9Y3Q8B5,4.0,4.0 out of 5 stars,"Very well made , very thoughtful design with packets and pouches. The material seems good and the colour combination is beautiful. Though I feel it’s a bit narrow than the usual bags but compensates with thickness and may not be a bad idea for the overhead compartment bins",5 October 2025,False,6 people found this helpful,2026-04-02T09:17:57
B0D9Y3Q8B5,5.0,5.0 out of 5 stars,A little heavier than the regular ones. But quality is top-notch,1 March 2026,False,,2026-04-02T09:17:57
B0D9Y3Q8B5,5.0,5.0 out of 5 stars,Wheels are good quality,8 February 2026,False,,2026-04-02T09:17:57
B0D9Y3Q8B5,5.0,5.0 out of 5 stars,Loved it ! Very handy fo cabin baggage and lots of for laptop and documents . Suitable for short journey !!,4 February 2026,False,,2026-04-02T09:17:57
B0D9Y3Q8B5,5.0,5.0 out of 5 stars,"Mokobara delivered as expected, the bag has a premium finish with very good built quality, the chains were of highest standard and the wheels are very smooth. The telescopic handle has 3 levels and also of good quality. The best is the easily accessible extra compartment for laptop and other important documents.
The price is a little bit on the higher side but the quality of the product will live up to it. This review is my first impression of the product, will review it more after using it on a trip.
One little setback is or i would say icing on the cake would be to provide some free travel organising bags and an usb charging port which other brand offer at this price range.
Overall, if your budget is 7k go for it without second thoughts.
Update : After using it for a year, I’ve found the trolley to be sturdy and well-balanced. However, one drawback is that it easily exceeds the 7 kg limit, with very less content. especially when packing electronics like a laptop and power banks that are already heavy on their own. Additionally, the front compartment tends to push inward, reducing the main storage space inside.",6 July 2024,False,19 people found this helpful,2026-04-02T09:17:57
B0D9Y3Q8B5,3.0,3.0 out of 5 stars,"The overall build quality of the bag are actually quite good. However, the moving parts are a bit disappointing. The wheels are noisier than expected. Additionally, the telescopic handle feels flimsy and doesn't match the quality I expected at this price point. It’s a decent bag, but the hardware needs an upgrade.",6 January 2026,False,,2026-04-02T09:17:58
B0D9Y3Q8B5,5.0,Good product,It's a good product no doubt but a little expensive...,2 December 2025,False,,2026-04-02T09:17:58
B0D9Y3Q8B5,4.0,All you need,"Work perfect
More separations would be nice inside",12 August 2025,False,,2026-04-02T09:17:58
B0BTHP5LS1,5.0,5.0 out of 5 stars,Very good quality to this price. I would recommend it.,4 September 2023,False,,2026-04-02T09:18:36
B0BTHP5LS1,1.0,1.0 out of 5 stars,"In picture it is bag with trolley, but in real it is without trolley.",9 October 2024,False,,2026-04-02T09:18:36
B0BTHP5LS1,4.0,4.0 out of 5 stars,OK on this price,18 April 2023,False,One person found this helpful,2026-04-02T09:18:36
B0BTHP5LS1,5.0,5.0 out of 5 stars,"Wonderful, well-manifactured product",10 August 2024,False,,2026-04-02T09:18:36
B0BTHP5LS1,2.0,2.0 out of 5 stars,The quality of the bag is not good. Very delicate and liable to be damaged,11 March 2025,False,,2026-04-02T09:18:36
B0BTHP5LS1,5.0,5.0 out of 5 stars,I liked this product. But I need other color of this product. Because I am not satisfied with the color,17 October 2023,False,One person found this helpful,2026-04-02T09:18:36
B0BTHP5LS1,3.0,3.0 out of 5 stars,Good,21 May 2025,False,,2026-04-02T09:18:36
B0BTHP5LS1,5.0,5.0 out of 5 stars,Quality was very good and worth.,10 November 2023,False,,2026-04-02T09:18:36
B07XL272PJ,5.0,5.0 out of 5 stars,Good Quality,22 November 2025,False,,2026-04-02T09:19:13
B07XL272PJ,4.0,4.0 out of 5 stars,looking good 😊😊,12 September 2025,False,2 people found this helpful,2026-04-02T09:19:13
B07XL272PJ,5.0,5.0 out of 5 stars,Quality is very good......,14 November 2025,False,,2026-04-02T09:19:13
B07XL272PJ,5.0,5.0 out of 5 stars,Product quality is good. Ther are no damages due to transit. Only if a rain cover is provided that should be fine...,2 August 2025,False,,2026-04-02T09:19:13
B07XL272PJ,3.0,3.0 out of 5 stars,Got it for Rs.950 during the sale. The belts are not so strong and thick and the joints are made of plastic. I think it would not last long if used to carry very heavy weights. However considering the price range the product is quite good and value for money even if it lasts for only 2-3 years.,25 October 2020,False,2 people found this helpful,2026-04-02T09:19:13
B07XL272PJ,4.0,4.0 out of 5 stars,Good,15 August 2025,False,,2026-04-02T09:19:13
B07XL272PJ,5.0,5.0 out of 5 stars,Delivered promptly and the item was good.,21 August 2025,False,One person found this helpful,2026-04-02T09:19:13
B0CW9X3TB3,5.0,5.0 out of 5 stars,Spacious and good quality,23 January 2026,False,,2026-04-02T09:19:53
B0CW9X3TB3,5.0,5.0 out of 5 stars,Very good for international travel. Easy for movement.,8 March 2026,False,,2026-04-02T09:19:53
B0CW9X3TB3,4.0,4.0 out of 5 stars,Super quality.,9 February 2026,False,,2026-04-02T09:19:53
B0CW9X3TB3,5.0,5.0 out of 5 stars,Very good quality at right price,23 February 2026,False,,2026-04-02T09:19:53
B0CW9X3TB3,5.0,5.0 out of 5 stars,Very good in this price,3 March 2026,False,One person found this helpful,2026-04-02T09:19:53
B0CW9X3TB3,1.0,1.0 out of 5 stars,Do not purchase this product. Quality has been compromised for cost cutting. Main and Side handles are not flexible. Even support bracket at bottom of the luggage is not there.,26 March 2026,False,,2026-04-02T09:19:53
B0CW9X3TB3,5.0,5.0 out of 5 stars,It's nice look and good quality.,12 January 2026,False,,2026-04-02T09:19:53
B0CW9X3TB3,4.0,4.0 out of 5 stars,"Great product, serves the exact purpose",16 January 2026,False,,2026-04-02T09:19:53
B07SK2KQXB,5.0,5.0 out of 5 stars,"Needed a minute occasional bag for mild adjacent travels for two folks. This built from American Tourister suits that job and we managed a few trips with just enough space for two folks well. Built is good, is lightweight and large enough for two folks. Wheels are good to use and T-bar is easy to use due to bags increased length 165cm.

The con is the that Tbar is not moderate stretched it only goes from 100 to zero extension a bit of a bother.
Also due to length, it's not suitable as carrying bag for two folks in planes.",28 October 2019,False,6 people found this helpful,2026-04-02T09:20:39
B07SK2KQXB,4.0,4.0 out of 5 stars,"I think it that it is not a original American tourister product it is simply acompy but is value for money as you did not get the original in this prize . As i talk about its durability and material quality it is decent , its clothe s are loose it is not a tight bag which is always in it shape and it and it's handle and wheel are good . If your budget is around 1400 yoh can go for it.
Thanks for reading the review",2 March 2021,False,One person found this helpful,2026-04-02T09:20:39
B07SK2KQXB,5.0,5.0 out of 5 stars,"I bought this for my parents. I will not say that it is very light weight, on loading,the bag does become a bit heavy ,however less compared to the trolley luggage. The bag is however spacious. My parents used it for their week long travel and all their belongings could be easily stacked. It is perfect for a solo traveller or for 2 people for 2-3 days travel.",1 November 2019,False,2 people found this helpful,2026-04-02T09:20:39
B07SK2KQXB,4.0,4.0 out of 5 stars,Always ready to buy,12 April 2022,False,,2026-04-02T09:20:39
B07SK2KQXB,5.0,5.0 out of 5 stars,Very good,31 October 2025,False,,2026-04-02T09:20:39
B07SK2KQXB,1.0,1.0 out of 5 stars,Not as expected,15 March 2021,False,,2026-04-02T09:20:39
B07SK2KQXB,3.0,3.0 out of 5 stars,Quite a bargain price for a big brand. Spacious enough for carrying things for a long travel. Sturdy slso,6 October 2020,False,,2026-04-02T09:20:39
B07SK2KQXB,5.0,5.0 out of 5 stars,Thanks to Amazon. I had sudden travel plans and I needed a new Duffle bag. I bought this product and received it on time. I overpacked the bag. Still I felt the Quality and Sturdiness was amazing and I could travel with ease. Best option to Buy!!,25 May 2021,False,,2026-04-02T09:20:39
B0BNR1HN7W,5.0,5.0 out of 5 stars,Looks good and quality was fine,11 November 2025,False,,2026-04-02T09:21:20
B0BNR1HN7W,5.0,5.0 out of 5 stars,The quality of the product is extremely good!,9 October 2025,False,,2026-04-02T09:21:20
B0BNR1HN7W,5.0,5.0 out of 5 stars,Good Worth Buying. Good brand.,14 February 2026,False,,2026-04-02T09:21:20
B0BNR1HN7W,5.0,5.0 out of 5 stars,"Nice product, looking good,",8 October 2025,False,,2026-04-02T09:21:20
B0BNR1HN7W,1.0,1.0 out of 5 stars,Calling the customer service very bad item,25 February 2026,False,,2026-04-02T09:21:20
B0BNR1HN7W,3.0,3.0 out of 5 stars,Too wide with less pockets.,24 June 2025,False,One person found this helpful,2026-04-02T09:21:20
B0BNR1HN7W,2.0,2.0 out of 5 stars,Not that good zip quality and material of bag isn’t that good,6 March 2026,False,,2026-04-02T09:21:20
B0BNR1HN7W,5.0,5.0 out of 5 stars,Good product quality with exact color combinations and value for money for size large,25 August 2025,False,,2026-04-02T09:21:20
B07Z417Y94,5.0,5.0 out of 5 stars,Looks good worthit and also comes with water resistant for this trolly. Light weight. Design is good Matte feels occurs less scratchs.,16 January 2026,False,3 people found this helpful,2026-04-02T09:22:02
B07Z417Y94,4.0,4.0 out of 5 stars,Good and stylish matte black colour but handle is little bit thin not feel strong otherwise product is good at this price range,12 March 2026,False,,2026-04-02T09:22:02
B07Z417Y94,5.0,5.0 out of 5 stars,"Very good, strong & sturdy .However colour didn't match like what was in the display. Definitely recommend",1 December 2025,False,,2026-04-02T09:22:02
B07Z417Y94,5.0,5.0 out of 5 stars,Good product,2 January 2026,False,One person found this helpful,2026-04-02T09:22:02
B07Z417Y94,5.0,5.0 out of 5 stars,"I have a positive feedback on American Tourister trolleys, they are of good quality one, so is the price little higher side.",12 November 2025,False,,2026-04-02T09:22:02
B07Z417Y94,4.0,4.0 out of 5 stars,Have used it for the first time on our travel. Appears good and easy on wheels. Too early to comment on durability,27 January 2026,False,One person found this helpful,2026-04-02T09:22:02
B07Z417Y94,1.0,1.0 out of 5 stars,The item was small and poor quality. Have immediately initiated return on the same day of delivery (18th mar 2026) but it is neither picked up nor money is refunded.,24 March 2026,False,,2026-04-02T09:22:02
B07Z417Y94,3.0,3.0 out of 5 stars,The handle is not fixed in place and is dangling. The zipper alignment is not sturdy. The build quality is good though and the capacity is great.,18 October 2025,False,One person found this helpful,2026-04-02T09:22:02
