asin,stars,title,text,date,verified,helpful,scraped_at
B097JMLPTC,3.0,3.0 out of 5 stars,"Lock is really a issue . Once set it opened and locked but again try to open the lock . Lock was not functional.
Need to add more good quality lock",7 January 2026,False,One person found this helpful,2026-04-02T09:24:49
B097JMLPTC,3.0,خامة جيدة وعمق محدود,الخامة جيدة لكن عمقها صغير ولا تسمح لك بتمديد العمق,4 March 2026,False,,2026-04-02T09:24:49
B097JMLPTC,5.0,الرياض,روعة والوان جميله ومساحتها واسعه,22 January 2026,False,,2026-04-02T09:24:50
B097JMLPTC,1.0,Good,Good,11 October 2025,False,,2026-04-02T09:24:50
B0FLYJQLQQ,5.0,5.0 out of 5 stars,"It's very good and strong body also
Looks also good
Colour looks awesome",18 March 2026,False,One person found this helpful,2026-04-02T09:26:02
B0FLYJQLQQ,4.0,4.0 out of 5 stars,"Is lightweight,good price but could have been a little better quality ,good size for long journey travelling",19 March 2026,False,One person found this helpful,2026-04-02T09:26:02
B0FLYJQLQQ,5.0,5.0 out of 5 stars,My order first order on 20/3/26 cost of my order 1399rs but my order is returned from my delivery location without my information and I order again on24/3/26 same seller but cost is 100rs high please return my 100rs enough price,29 March 2026,False,,2026-04-02T09:26:02
B0FLYJQLQQ,4.0,4.0 out of 5 stars,"Good product, colour is same as show in the picture. Could've been a bit more sturdy, but it's not too bad either. Decent enough quality. Zippers are quite smooth, good quality. Weight is as expected No issues there. Wheels are alright too. Overall a decent product.",30 January 2026,False,12 people found this helpful,2026-04-02T09:26:02
B0FLYJQLQQ,3.0,3.0 out of 5 stars,"Average quality. Chain liner single layer. Wheels below average quality.
Scratch resistant yes. Lightweight yes. Chain NOT durable. Looks good.",15 February 2026,False,12 people found this helpful,2026-04-02T09:26:02
B0FLYJQLQQ,5.0,5.0 out of 5 stars,"Value for money product.
Everyone should buy this wonderful product. very lightweight product and chain very smooth.",24 March 2026,False,,2026-04-02T09:26:02
B0FLYJQLQQ,5.0,5.0 out of 5 stars,Bag bahut achhi quality ka hai 👍 material strong hai aur wheels bhi smooth chal rahe hain. Paisa vasool product. Thank you!,16 March 2026,False,,2026-04-02T09:26:02
B0FLYJQLQQ,4.0,4.0 out of 5 stars,Item is well but wheels are change. Wheels & Zeep quality is poor. Accounting to safari.,28 February 2026,False,7 people found this helpful,2026-04-02T09:26:02
B0FGNDM616,5.0,5.0 out of 5 stars,It is good quality. Spacious. Tsa lock. Best for international travels,28 February 2026,False,3 people found this helpful,2026-04-02T09:26:42
B0FGNDM616,4.0,4.0 out of 5 stars,"Good quality with ease of handling, quality is top notch 👍🏽👌🏽",8 March 2026,False,,2026-04-02T09:26:42
B0FGNDM616,5.0,5.0 out of 5 stars,Good product,23 March 2026,False,,2026-04-02T09:26:42
B0FGNDM616,5.0,5.0 out of 5 stars,"A sturdy, lightweight suitcase with smooth wheels and practical storage, ideal for short to medium trips.
Offers good durability and value for money, though frequent flyers may prefer a premium-grade shell.",12 February 2026,False,,2026-04-02T09:26:42
B0FGNDM616,5.0,5.0 out of 5 stars,"Very beautiful looking trolley, a tasteful piece in such a subtle blue colour. Prone to scratches on the edges, need to put a cover.",6 March 2026,False,,2026-04-02T09:26:42
B0FGNDM616,3.0,3.0 out of 5 stars,"Quality is good.
Sometimes handel gets stuck and not possible to pull out completely. This could be completely avoided by proper QC.",12 January 2026,False,2 people found this helpful,2026-04-02T09:26:42
B0FGNDM616,4.0,4.0 out of 5 stars,Goog at quality but colour shade looks some difference in reality,21 March 2026,False,,2026-04-02T09:26:42
B0CBTZP3CL,5.0,5.0 out of 5 stars,Ok,15 November 2025,False,,2026-04-02T09:27:21
B0CBTZP3CL,4.0,4.0 out of 5 stars,Ordered this despite very few reviews and received it today. The suitcase seems sturdy and well made so far. No complaints on initial inspection. We will take in for a trip overseas and update how it holds up.,11 February 2026,False,,2026-04-02T09:27:21
B0CBTZP3CL,5.0,5.0 out of 5 stars,It has a good ample of space and sturdy design.,23 October 2024,False,One person found this helpful,2026-04-02T09:27:21
B0CBTZP3CL,1.0,1.0 out of 5 stars,"Low Quality, less strong look like",25 December 2025,False,,2026-04-02T09:27:21
B0CBTZP3CL,2.0,2.0 out of 5 stars,Zippers are very hard,22 October 2025,False,,2026-04-02T09:27:21
B0CBTZP3CL,4.0,4.0 out of 5 stars,"good. checks all the boxes, tyre quality looks a little wanting.",13 October 2025,False,,2026-04-02T09:27:21
B0DD3W11L4,5.0,5.0 out of 5 stars,Quality is very good.,25 December 2025,False,One person found this helpful,2026-04-02T09:28:05
B0DD3W11L4,4.0,4.0 out of 5 stars,V.good product comfort value of mony,29 July 2024,False,,2026-04-02T09:28:05
B0DD3W11L4,5.0,5.0 out of 5 stars,Best suitcase till now....stylish and strong.,11 June 2025,False,,2026-04-02T09:28:05
B0DD3W11L4,5.0,5.0 out of 5 stars,"The product is awesome in terms of quality, color, value for money, weight. We had a lock opening issue with the smaller bag and had to visit the store to get it unlocked, other than that its a good purchase.",24 September 2024,False,One person found this helpful,2026-04-02T09:28:05
B0DD3W11L4,5.0,5.0 out of 5 stars,Quality is good,14 April 2025,False,,2026-04-02T09:28:05
B0DD3W11L4,1.0,1.0 out of 5 stars,"Received defective & damaged product. Manufacturing defect as Zipper wrongly fixed inside-out, thus making it impossible to open the zipper without tearing the cover cloth. This is exactly what the seller must have done - tear the cloth to access and pull open the zipper. Further more, even the Pull piece of the Zipper wasn't there. Such lapses are totally unexpected from such a reputed brand. Lesson learnt - ""Never to buy such items online"". Total waste of money & time.",5 September 2024,False,,2026-04-02T09:28:05
B0DD3W11L4,4.0,4.0 out of 5 stars,good,30 June 2025,False,,2026-04-02T09:28:05
B0DD3W11L4,3.0,3.0 out of 5 stars,Nice product,19 June 2025,False,,2026-04-02T09:28:05
B09NXVCXJW,5.0,5.0 out of 5 stars,"Strong quality, spacious and good polyester luggage bag of Aristocrat brand for keeping clothes and for short travelling purpose at discounted price. The three chains are working fine. Thanks to Amazon.!!",13 March 2026,False,,2026-04-02T09:29:22
B09NXVCXJW,4.0,4.0 out of 5 stars,"The product is okay good quality, but price is so high, only two zip available, it's okay product is nice",27 November 2025,False,,2026-04-02T09:29:22
B09NXVCXJW,5.0,5.0 out of 5 stars,"Good quality product
Very spacious and easy to pack clothes in order",9 March 2026,False,,2026-04-02T09:29:22
B09NXVCXJW,5.0,5.0 out of 5 stars,Best quality best life comes this product,3 February 2026,False,,2026-04-02T09:29:22
B09NXVCXJW,3.0,3.0 out of 5 stars,Average product.,3 November 2025,False,,2026-04-02T09:29:22
B09NXVCXJW,4.0,4.0 out of 5 stars,"Bag has only single big compartment
Good durability",6 November 2025,False,One person found this helpful,2026-04-02T09:29:22
B09NXVCXJW,5.0,5.0 out of 5 stars,"Excellent Value for Money!

I recently purchased an Aristocrat travel bag, and I’m really happy with it. The quality and design are impressive for the price — truly value for money! It’s sturdy, stylish, and very convenient for short trips of 2–3 days. The compartments are well-organized, and the zippers work smoothly. Perfect companion for weekend getaways or business travel. Highly recommended!",22 October 2025,False,One person found this helpful,2026-04-02T09:29:22
B09NXVCXJW,5.0,5.0 out of 5 stars,Good to go at discounted price range.,13 January 2026,False,,2026-04-02T09:29:22
B0D4S5DCG4,5.0,5.0 out of 5 stars,"Durable,amazing",19 February 2026,False,,2026-04-02T09:30:02
B0D4S5DCG4,4.0,4.0 out of 5 stars,Good quality,19 January 2026,False,,2026-04-02T09:30:02
B0D4S5DCG4,5.0,5.0 out of 5 stars,"Recently purchased this trolley Bag and I must say that it is a solid choice for travelers who seeking a lightweight yet durable option. Its hard-shell design ensures protection, while the 8 spinner wheels make maneuvering easy. The bag's compact size fits perfectly for short trips, and the combination lock adds a layer of security. The vibrant red color gives it a stylish touch, and the polycarbonate material makes it tough yet light. Overall, it's a reliable option for those looking for convenience and sturdiness.",10 September 2024,False,2 people found this helpful,2026-04-02T09:30:02
B0D4S5DCG4,5.0,5.0 out of 5 stars,"Ordered cabin size bag. It is made up of Polypropylene and not of polycarbonate. Polycarbonate is a stronger material but the bags of Safari I checked were having weight of 2.5 kg and flimsy build. This bag is having weight of 3.5 kg. Sturdy. Zipper is nice, inside lining is also nice. Colour is turquoise blue, looks better than Red . Prone to scratches as the material is soft so you have to handle it carefully. Use padlock for security as number lock can be opened easily if you know the trick. My daughter packed her clothes for 8 days Manali winter trip including 1 pair of boots in this bag (No puffer jacket). Highly recommended.",13 February 2025,False,2 people found this helpful,2026-04-02T09:30:02
B0D4S5DCG4,5.0,5.0 out of 5 stars,Fantastic product..... absolute value for money.,19 December 2025,False,,2026-04-02T09:30:02
B0D4S5DCG4,3.0,3.0 out of 5 stars,Size is smaller than Medium sized bags from other brands.. No separate zip pocket inside to separate wet items.. The retractable handle feels flimsy.. Overall the bag feels delicate..,14 December 2025,False,One person found this helpful,2026-04-02T09:30:02
B0D4S5DCG4,4.0,4.0 out of 5 stars,"Trolley is okay and nice but some what it is not hard
But over all nice
Money is worthy",20 August 2025,False,,2026-04-02T09:30:02
B0D4RCWTTZ,5.0,5.0 out of 5 stars,"Durable,amazing",19 February 2026,False,,2026-04-02T09:30:44
B0D4RCWTTZ,4.0,4.0 out of 5 stars,Good quality,19 January 2026,False,,2026-04-02T09:30:44
B0D4RCWTTZ,5.0,5.0 out of 5 stars,"Recently purchased this trolley Bag and I must say that it is a solid choice for travelers who seeking a lightweight yet durable option. Its hard-shell design ensures protection, while the 8 spinner wheels make maneuvering easy. The bag's compact size fits perfectly for short trips, and the combination lock adds a layer of security. The vibrant red color gives it a stylish touch, and the polycarbonate material makes it tough yet light. Overall, it's a reliable option for those looking for convenience and sturdiness.",10 September 2024,False,2 people found this helpful,2026-04-02T09:30:44
B0D4RCWTTZ,5.0,5.0 out of 5 stars,"Ordered cabin size bag. It is made up of Polypropylene and not of polycarbonate. Polycarbonate is a stronger material but the bags of Safari I checked were having weight of 2.5 kg and flimsy build. This bag is having weight of 3.5 kg. Sturdy. Zipper is nice, inside lining is also nice. Colour is turquoise blue, looks better than Red . Prone to scratches as the material is soft so you have to handle it carefully. Use padlock for security as number lock can be opened easily if you know the trick. My daughter packed her clothes for 8 days Manali winter trip including 1 pair of boots in this bag (No puffer jacket). Highly recommended.",13 February 2025,False,2 people found this helpful,2026-04-02T09:30:44
B0D4RCWTTZ,5.0,5.0 out of 5 stars,Fantastic product..... absolute value for money.,19 December 2025,False,,2026-04-02T09:30:44
B0D4RCWTTZ,3.0,3.0 out of 5 stars,Size is smaller than Medium sized bags from other brands.. No separate zip pocket inside to separate wet items.. The retractable handle feels flimsy.. Overall the bag feels delicate..,14 December 2025,False,One person found this helpful,2026-04-02T09:30:44
B0D4RCWTTZ,4.0,4.0 out of 5 stars,"Trolley is okay and nice but some what it is not hard
But over all nice
Money is worthy",20 August 2025,False,,2026-04-02T09:30:44
B0DDLDXT8N,5.0,5.0 out of 5 stars,Nice looking best quality,18 February 2026,False,,2026-04-02T09:31:27
B0DDLDXT8N,5.0,5.0 out of 5 stars,Best in quality and cost.,22 December 2025,False,One person found this helpful,2026-04-02T09:31:27
B0DDLDXT8N,4.0,4.0 out of 5 stars,Good product but other app price compare p Amazon app product prices high,30 March 2026,False,,2026-04-02T09:31:27
B0DDLDXT8N,5.0,5.0 out of 5 stars,Value for money,15 February 2026,False,One person found this helpful,2026-04-02T09:31:27
B0DDLDXT8N,1.0,1.0 out of 5 stars,Very low quality,22 March 2026,False,,2026-04-02T09:31:27
B0DDLDXT8N,5.0,5.0 out of 5 stars,Good bag,16 December 2025,False,,2026-04-02T09:31:27
B0DDLDXT8N,5.0,5.0 out of 5 stars,Quality is super.,30 November 2025,False,One person found this helpful,2026-04-02T09:31:27
B0DDLDXT8N,2.0,2.0 out of 5 stars,No the product is bad the lock is not opening tried several methods contact customer service of vip they are not also helpful,5 October 2025,False,One person found this helpful,2026-04-02T09:31:27
