asin,stars,title,text,date,verified,helpful,scraped_at
B097JMLPTC,5.0,5.0 out of 5 stars,"I recently bought the Safari Thorium Neo 8 Wheels 66 cm medium check-in suitcase and it has exceeded my expectations on every trip! The hard polycarbonate shell feels tough and has protected my luggage well even after multiple journeys — it doesn’t show scratches easily and still looks great. �
YouTube +1
The 8-wheel 360° spinner system is a big highlight — it glides effortlessly through airports, tight aisles, and hotel lobbies without catching or wobbling. Makes traveling so smooth! �
Amazon India
Inside, the bag is very spacious, with enough room for everything I needed on a week-long trip. The fixed combination lock gives good peace of mind, and the textured finish adds a premium look. �
India Free Stuff
Overall, this suitcase feels well-built for the price and is perfect for frequent flyers, family vacations, or business travel. Excellent value for money — definitely recommended! ✈️",24 February 2026,False,One person found this helpful,2026-04-02T09:06:10
B097JMLPTC,3.0,3.0 out of 5 stars,"Lock is really a issue . Once set it opened and locked but again try to open the lock . Lock was not functional.
Need to add more good quality lock",7 January 2026,False,One person found this helpful,2026-04-02T09:06:10
B097JMLPTC,3.0,خامة جيدة وعمق محدود,الخامة جيدة لكن عمقها صغير ولا تسمح لك بتمديد العمق,4 March 2026,False,,2026-04-02T09:06:10
B097JMLPTC,5.0,الرياض,روعة والوان جميله ومساحتها واسعه,22 January 2026,False,,2026-04-02T09:06:10
B097JMLPTC,1.0,Good,Good,11 October 2025,False,,2026-04-02T09:06:10
B0FLYJQLQQ,5.0,5.0 out of 5 stars,"It's very good and strong body also
Looks also good
Colour looks awesome",18 March 2026,False,One person found this helpful,2026-04-02T09:07:23
B0FLYJQLQQ,4.0,4.0 out of 5 stars,"Is lightweight,good price but could have been a little better quality ,good size for long journey travelling",19 March 2026,False,One person found this helpful,2026-04-02T09:07:23
B0FLYJQLQQ,5.0,5.0 out of 5 stars,My order first order on 20/3/26 cost of my order 1399rs but my order is returned from my delivery location without my information and I order again on24/3/26 same seller but cost is 100rs high please return my 100rs enough price,29 March 2026,False,,2026-04-02T09:07:23
B0FLYJQLQQ,4.0,4.0 out of 5 stars,"Good product, colour is same as show in the picture. Could've been a bit more sturdy, but it's not too bad either. Decent enough quality. Zippers are quite smooth, good quality. Weight is as expected No issues there. Wheels are alright too. Overall a decent product.",30 January 2026,False,12 people found this helpful,2026-04-02T09:07:23
B0FLYJQLQQ,3.0,3.0 out of 5 stars,"Average quality. Chain liner single layer. Wheels below average quality.
Scratch resistant yes. Lightweight yes. Chain NOT durable. Looks good.",15 February 2026,False,12 people found this helpful,2026-04-02T09:07:23
B0FLYJQLQQ,5.0,5.0 out of 5 stars,"Value for money product.
Everyone should buy this wonderful product. very lightweight product and chain very smooth.",24 March 2026,False,,2026-04-02T09:07:23
B0FLYJQLQQ,5.0,5.0 out of 5 stars,Bag bahut achhi quality ka hai 👍 material strong hai aur wheels bhi smooth chal rahe hain. Paisa vasool product. Thank you!,16 March 2026,False,,2026-04-02T09:07:23
B0FLYJQLQQ,4.0,4.0 out of 5 stars,Item is well but wheels are change. Wheels & Zeep quality is poor. Accounting to safari.,28 February 2026,False,7 people found this helpful,2026-04-02T09:07:23
B0D9XZBSPN,5.0,5.0 out of 5 stars,"I recently purchased this Mokobara polycarbonate cabin suitcase and the experience has been excellent.

The build quality is solid and premium. The polycarbonate shell feels sturdy yet lightweight. The zipper quality and inner fabric finishing are top-notch and clearly well thought through. The wheels glide smoothly, and the overall design is both functional and elegant.

Everything about the product reflects attention to detail and good manufacturing standards. It is definitely value for money and a reliable travel companion.

Highly recommended.",15 February 2026,False,One person found this helpful,2026-04-02T09:08:05
B0D9XZBSPN,5.0,5.0 out of 5 stars,Sturdy with good quality and finish,17 December 2025,False,,2026-04-02T09:08:05
B0D9XZBSPN,4.0,4.0 out of 5 stars,"Very well made , very thoughtful design with packets and pouches. The material seems good and the colour combination is beautiful. Though I feel it’s a bit narrow than the usual bags but compensates with thickness and may not be a bad idea for the overhead compartment bins",5 October 2025,False,6 people found this helpful,2026-04-02T09:08:05
B0D9XZBSPN,5.0,5.0 out of 5 stars,A little heavier than the regular ones. But quality is top-notch,1 March 2026,False,,2026-04-02T09:08:05
B0D9XZBSPN,5.0,5.0 out of 5 stars,Wheels are good quality,8 February 2026,False,,2026-04-02T09:08:05
B0D9XZBSPN,5.0,5.0 out of 5 stars,Loved it ! Very handy fo cabin baggage and lots of for laptop and documents . Suitable for short journey !!,4 February 2026,False,,2026-04-02T09:08:05
B0D9XZBSPN,5.0,5.0 out of 5 stars,"Mokobara delivered as expected, the bag has a premium finish with very good built quality, the chains were of highest standard and the wheels are very smooth. The telescopic handle has 3 levels and also of good quality. The best is the easily accessible extra compartment for laptop and other important documents.
The price is a little bit on the higher side but the quality of the product will live up to it. This review is my first impression of the product, will review it more after using it on a trip.
One little setback is or i would say icing on the cake would be to provide some free travel organising bags and an usb charging port which other brand offer at this price range.
Overall, if your budget is 7k go for it without second thoughts.
Update : After using it for a year, I’ve found the trolley to be sturdy and well-balanced. However, one drawback is that it easily exceeds the 7 kg limit, with very less content. especially when packing electronics like a laptop and power banks that are already heavy on their own. Additionally, the front compartment tends to push inward, reducing the main storage space inside.",6 July 2024,False,19 people found this helpful,2026-04-02T09:08:05
B0D9XZBSPN,3.0,3.0 out of 5 stars,"The overall build quality of the bag are actually quite good. However, the moving parts are a bit disappointing. The wheels are noisier than expected. Additionally, the telescopic handle feels flimsy and doesn't match the quality I expected at this price point. It’s a decent bag, but the hardware needs an upgrade.",6 January 2026,False,,2026-04-02T09:08:05
B0D9XZBSPN,5.0,Good product,It's a good product no doubt but a little expensive...,2 December 2025,False,,2026-04-02T09:08:05
B0D9XZBSPN,4.0,All you need,"Work perfect
More separations would be nice inside",12 August 2025,False,,2026-04-02T09:08:05
B0F67HPZBR,5.0,5.0 out of 5 stars,"It's very good and strong body also
Looks also good
Colour looks awesome",18 March 2026,False,One person found this helpful,2026-04-02T09:08:45
B0F67HPZBR,4.0,4.0 out of 5 stars,"Is lightweight,good price but could have been a little better quality ,good size for long journey travelling",19 March 2026,False,One person found this helpful,2026-04-02T09:08:45
B0F67HPZBR,5.0,5.0 out of 5 stars,My order first order on 20/3/26 cost of my order 1399rs but my order is returned from my delivery location without my information and I order again on24/3/26 same seller but cost is 100rs high please return my 100rs enough price,29 March 2026,False,,2026-04-02T09:08:45
B0F67HPZBR,4.0,4.0 out of 5 stars,"Good product, colour is same as show in the picture. Could've been a bit more sturdy, but it's not too bad either. Decent enough quality. Zippers are quite smooth, good quality. Weight is as expected No issues there. Wheels are alright too. Overall a decent product.",30 January 2026,False,12 people found this helpful,2026-04-02T09:08:45
B0F67HPZBR,3.0,3.0 out of 5 stars,"Average quality. Chain liner single layer. Wheels below average quality.
Scratch resistant yes. Lightweight yes. Chain NOT durable. Looks good.",15 February 2026,False,12 people found this helpful,2026-04-02T09:08:45
B0F67HPZBR,5.0,5.0 out of 5 stars,"Value for money product.
Everyone should buy this wonderful product. very lightweight product and chain very smooth.",24 March 2026,False,,2026-04-02T09:08:45
B0F67HPZBR,5.0,5.0 out of 5 stars,Bag bahut achhi quality ka hai 👍 material strong hai aur wheels bhi smooth chal rahe hain. Paisa vasool product. Thank you!,16 March 2026,False,,2026-04-02T09:08:45
B0F67HPZBR,4.0,4.0 out of 5 stars,Item is well but wheels are change. Wheels & Zeep quality is poor. Accounting to safari.,28 February 2026,False,7 people found this helpful,2026-04-02T09:08:45
B097BG6DX1,5.0,5.0 out of 5 stars,"It is the best safari suitcase that I have received. I would recommend you to buy this . You can buy this if you are travelling for 14-15 days ( M). It's sturdiness , durability , space ,weight are all best.",22 March 2026,False,4 people found this helpful,2026-04-02T09:10:01
B097BG6DX1,4.0,4.0 out of 5 stars,"The bag quality is really good and feels sturdy. The outer shell is strong, the design looks premium, and the wheels move smoothly overall. Size and storage are perfect for travel, and the finish is neat and classy.

The only reason for giving 4 stars instead of 5 is that there are minor scratches on the wheels, likely due to handling or drop point during delivery. It doesn’t affect functionality at all, but worth mentioning.

Overall, a great product at this price, durable and worth buying. Highly recommended for frequent travellers.",21 January 2026,False,14 people found this helpful,2026-04-02T09:10:01
B097BG6DX1,5.0,5.0 out of 5 stars,Good quality. Best in this price range.,26 March 2026,False,One person found this helpful,2026-04-02T09:10:01
B097BG6DX1,5.0,5.0 out of 5 stars,"Great quality trolley bag. Smooth wheels, strong material, and good storage space. Very useful for travel.",23 March 2026,False,One person found this helpful,2026-04-02T09:10:01
B097BG6DX1,4.0,4.0 out of 5 stars,"I have been using this trolley bag for a few weeks, and I’m really impressed with its quality. The material feels strong and non-breakable, making it perfect for regular travel without worrying about wear and tear.

The design is sleek and modern, and the bag is very practical with well-thought-out compartments. It not only looks good but also feels comfortable to carry around.

After using it for some time, I can confidently say this trolley bag is durable, stylish, and a reliable choice for frequent travelers.",12 March 2026,False,One person found this helpful,2026-04-02T09:10:02
B097BG6DX1,5.0,5.0 out of 5 stars,Good quality in lower cost. Highly recommend to everyone,22 March 2026,False,One person found this helpful,2026-04-02T09:10:02
B097BG6DX1,3.0,3.0 out of 5 stars,Light quality,7 March 2026,False,3 people found this helpful,2026-04-02T09:10:02
B097BG6DX1,4.0,4.0 out of 5 stars,Good enough,11 March 2026,False,One person found this helpful,2026-04-02T09:10:02
B097BG27MD,5.0,5.0 out of 5 stars,"It is the best safari suitcase that I have received. I would recommend you to buy this . You can buy this if you are travelling for 14-15 days ( M). It's sturdiness , durability , space ,weight are all best.",22 March 2026,False,4 people found this helpful,2026-04-02T09:11:15
B097BG27MD,4.0,4.0 out of 5 stars,"The bag quality is really good and feels sturdy. The outer shell is strong, the design looks premium, and the wheels move smoothly overall. Size and storage are perfect for travel, and the finish is neat and classy.

The only reason for giving 4 stars instead of 5 is that there are minor scratches on the wheels, likely due to handling or drop point during delivery. It doesn’t affect functionality at all, but worth mentioning.

Overall, a great product at this price, durable and worth buying. Highly recommended for frequent travellers.",21 January 2026,False,14 people found this helpful,2026-04-02T09:11:15
B097BG27MD,5.0,5.0 out of 5 stars,Good quality. Best in this price range.,26 March 2026,False,One person found this helpful,2026-04-02T09:11:15
B097BG27MD,5.0,5.0 out of 5 stars,"Great quality trolley bag. Smooth wheels, strong material, and good storage space. Very useful for travel.",23 March 2026,False,One person found this helpful,2026-04-02T09:11:15
B097BG27MD,4.0,4.0 out of 5 stars,"I have been using this trolley bag for a few weeks, and I’m really impressed with its quality. The material feels strong and non-breakable, making it perfect for regular travel without worrying about wear and tear.

The design is sleek and modern, and the bag is very practical with well-thought-out compartments. It not only looks good but also feels comfortable to carry around.

After using it for some time, I can confidently say this trolley bag is durable, stylish, and a reliable choice for frequent travelers.",12 March 2026,False,One person found this helpful,2026-04-02T09:11:16
B097BG27MD,5.0,5.0 out of 5 stars,Good quality in lower cost. Highly recommend to everyone,22 March 2026,False,One person found this helpful,2026-04-02T09:11:16
B097BG27MD,3.0,3.0 out of 5 stars,Light quality,7 March 2026,False,3 people found this helpful,2026-04-02T09:11:16
B097BG27MD,4.0,4.0 out of 5 stars,Good enough,11 March 2026,False,One person found this helpful,2026-04-02T09:11:16
B097BHY9NX,5.0,5.0 out of 5 stars,"It is the best safari suitcase that I have received. I would recommend you to buy this . You can buy this if you are travelling for 14-15 days ( M). It's sturdiness , durability , space ,weight are all best.",22 March 2026,False,4 people found this helpful,2026-04-02T09:11:58
B097BHY9NX,4.0,4.0 out of 5 stars,"The bag quality is really good and feels sturdy. The outer shell is strong, the design looks premium, and the wheels move smoothly overall. Size and storage are perfect for travel, and the finish is neat and classy.

The only reason for giving 4 stars instead of 5 is that there are minor scratches on the wheels, likely due to handling or drop point during delivery. It doesn’t affect functionality at all, but worth mentioning.

Overall, a great product at this price, durable and worth buying. Highly recommended for frequent travellers.",21 January 2026,False,14 people found this helpful,2026-04-02T09:11:58
B097BHY9NX,5.0,5.0 out of 5 stars,Good quality. Best in this price range.,26 March 2026,False,One person found this helpful,2026-04-02T09:11:58
B097BHY9NX,5.0,5.0 out of 5 stars,"Great quality trolley bag. Smooth wheels, strong material, and good storage space. Very useful for travel.",23 March 2026,False,One person found this helpful,2026-04-02T09:11:58
B097BHY9NX,4.0,4.0 out of 5 stars,"I have been using this trolley bag for a few weeks, and I’m really impressed with its quality. The material feels strong and non-breakable, making it perfect for regular travel without worrying about wear and tear.

The design is sleek and modern, and the bag is very practical with well-thought-out compartments. It not only looks good but also feels comfortable to carry around.

After using it for some time, I can confidently say this trolley bag is durable, stylish, and a reliable choice for frequent travelers.",12 March 2026,False,One person found this helpful,2026-04-02T09:11:58
B097BHY9NX,5.0,5.0 out of 5 stars,Good quality in lower cost. Highly recommend to everyone,22 March 2026,False,One person found this helpful,2026-04-02T09:11:58
B097BHY9NX,3.0,3.0 out of 5 stars,Light quality,7 March 2026,False,3 people found this helpful,2026-04-02T09:11:58
B097BHY9NX,4.0,4.0 out of 5 stars,Good enough,11 March 2026,False,One person found this helpful,2026-04-02T09:11:58
B097GR45SS,5.0,5.0 out of 5 stars,"It is the best safari suitcase that I have received. I would recommend you to buy this . You can buy this if you are travelling for 14-15 days ( M). It's sturdiness , durability , space ,weight are all best.",22 March 2026,False,4 people found this helpful,2026-04-02T09:12:40
B097GR45SS,4.0,4.0 out of 5 stars,"The bag quality is really good and feels sturdy. The outer shell is strong, the design looks premium, and the wheels move smoothly overall. Size and storage are perfect for travel, and the finish is neat and classy.

The only reason for giving 4 stars instead of 5 is that there are minor scratches on the wheels, likely due to handling or drop point during delivery. It doesn’t affect functionality at all, but worth mentioning.

Overall, a great product at this price, durable and worth buying. Highly recommended for frequent travellers.",21 January 2026,False,14 people found this helpful,2026-04-02T09:12:40
B097GR45SS,5.0,5.0 out of 5 stars,Good quality. Best in this price range.,26 March 2026,False,One person found this helpful,2026-04-02T09:12:40
B097GR45SS,5.0,5.0 out of 5 stars,"Great quality trolley bag. Smooth wheels, strong material, and good storage space. Very useful for travel.",23 March 2026,False,One person found this helpful,2026-04-02T09:12:40
B097GR45SS,4.0,4.0 out of 5 stars,"I have been using this trolley bag for a few weeks, and I’m really impressed with its quality. The material feels strong and non-breakable, making it perfect for regular travel without worrying about wear and tear.

The design is sleek and modern, and the bag is very practical with well-thought-out compartments. It not only looks good but also feels comfortable to carry around.

After using it for some time, I can confidently say this trolley bag is durable, stylish, and a reliable choice for frequent travelers.",12 March 2026,False,One person found this helpful,2026-04-02T09:12:40
B097GR45SS,5.0,5.0 out of 5 stars,Good quality in lower cost. Highly recommend to everyone,22 March 2026,False,One person found this helpful,2026-04-02T09:12:40
B097GR45SS,3.0,3.0 out of 5 stars,Light quality,7 March 2026,False,3 people found this helpful,2026-04-02T09:12:40
B097GR45SS,4.0,4.0 out of 5 stars,Good enough,11 March 2026,False,One person found this helpful,2026-04-02T09:12:41
B097JMG7ZB,5.0,5.0 out of 5 stars,Great quality at affordable price !!,11 March 2026,False,2 people found this helpful,2026-04-02T09:13:20
B097JMG7ZB,4.0,4.0 out of 5 stars,"Overall a good product,light weight, must for travellers.",14 February 2026,False,One person found this helpful,2026-04-02T09:13:20
B097JMG7ZB,5.0,5.0 out of 5 stars,"The build quality is really super and feels sturdy. Wheels are smooth and easy to move, even when fully loaded. The outer shell looks premium and durable.
However, the major drawback is the lack of internal layers or compartments. There is no proper separation or spacing to organize items—it’s basically one large open area like a box. Because of this, keeping clothes and accessories neatly arranged becomes difficult.
Overall, it’s good for carrying large quantities, but not ideal if you prefer organized packing.",29 January 2026,False,6 people found this helpful,2026-04-02T09:13:20
B097JMG7ZB,4.0,4.0 out of 5 stars,"The quality is very good with a premium design, enough space for travel needs and feels durable. Overall, a good product and definitely worth buying. Must go for it",14 December 2025,False,11 people found this helpful,2026-04-02T09:13:20
B097JMG7ZB,3.0,3.0 out of 5 stars,"Writing review after 1 year of purchase

Positives:
- good quality
- Good color
- good space
- good for cabin bags
- wheels are nice
- rolls nicely
- light weight
- handle quality is good but design and switch is not

Negatives:
- expensive for its design and quality
- not balanced properly(design is flawed)
- fell down easily
- handle and extended handle is not sturdy
- extended handle causes problem(started after 2 months)
- handle switch is not of good quality

For this price, I would expect something better.",16 November 2025,False,25 people found this helpful,2026-04-02T09:13:20
B097JMG7ZB,5.0,5.0 out of 5 stars,Have used it for so many trips and it’s so strong and sturdy. It is hard in plastic and does not break. The handle is smooth and can be turn in 360 degrees easily without any hassle.,28 March 2026,False,,2026-04-02T09:13:20
B097JMG7ZB,5.0,5.0 out of 5 stars,"I recently bought the Safari Thorium Neo 8 Wheels 66 cm medium check-in suitcase and it has exceeded my expectations on every trip! The hard polycarbonate shell feels tough and has protected my luggage well even after multiple journeys — it doesn’t show scratches easily and still looks great. �
YouTube +1
The 8-wheel 360° spinner system is a big highlight — it glides effortlessly through airports, tight aisles, and hotel lobbies without catching or wobbling. Makes traveling so smooth! �
Amazon India
Inside, the bag is very spacious, with enough room for everything I needed on a week-long trip. The fixed combination lock gives good peace of mind, and the textured finish adds a premium look. �
India Free Stuff
Overall, this suitcase feels well-built for the price and is perfect for frequent flyers, family vacations, or business travel. Excellent value for money — definitely recommended! ✈️",24 February 2026,False,One person found this helpful,2026-04-02T09:13:20
B097JMG7ZB,3.0,3.0 out of 5 stars,"Lock is really a issue . Once set it opened and locked but again try to open the lock . Lock was not functional.
Need to add more good quality lock",7 January 2026,False,One person found this helpful,2026-04-02T09:13:20
B097JMG7ZB,3.0,خامة جيدة وعمق محدود,الخامة جيدة لكن عمقها صغير ولا تسمح لك بتمديد العمق,4 March 2026,False,,2026-04-02T09:13:20
B097JMG7ZB,5.0,الرياض,روعة والوان جميله ومساحتها واسعه,22 January 2026,False,,2026-04-02T09:13:20
B097JMG7ZB,1.0,Good,Good,11 October 2025,False,,2026-04-02T09:13:20
